"measure","max_push_pop","nb_threads","non_blocking","try","thread","global_start_sec","global_start_nsec","global_stop_sec","global_stop_nsec","thread_start_sec","thread_start_nsec","thread_stop_sec","thread_stop_nsec"
2,500000,6,0,2,1,1301,928634726,1301,988514330,1301,928705622,1301,987878706
2,500000,6,0,2,2,1301,928634726,1301,988514330,1301,928719243,1301,988371769
2,500000,6,0,2,3,1301,928634726,1301,988514330,1301,928775611,1301,988422968
2,500000,6,0,2,4,1301,928634726,1301,988514330,1301,928784202,1301,988483108
2,500000,6,0,2,5,1301,928634726,1301,988514330,1301,928801175,1301,987579054
2,500000,6,0,3,0,1302,77683724,1302,131250878,1302,77747356,1302,122224451
2,500000,6,0,3,1,1302,77683724,1302,131250878,1302,77756437,1302,119651848
2,500000,6,0,3,2,1302,77683724,1302,131250878,1302,77769987,1302,131196746
2,500000,6,0,3,3,1302,77683724,1302,131250878,1302,77777042,1302,121207661
2,500000,6,0,3,4,1302,77683724,1302,131250878,1302,77814481,1302,130740213
2,500000,6,0,3,5,1302,77683724,1302,131250878,1302,77817065,1302,123842290
2,500000,6,1,1,0,1302,230327821,1302,283041197,1302,230388310,1302,272045664
2,500000,6,1,1,1,1302,230327821,1302,283041197,1302,230397530,1302,266872939
2,500000,6,1,1,2,1302,230327821,1302,283041197,1302,230410871,1302,270820725
2,500000,6,1,1,3,1302,230327821,1302,283041197,1302,232036882,1302,280437163
2,500000,6,1,1,4,1302,230327821,1302,283041197,1302,236015821,1302,282602267
2,500000,6,1,1,5,1302,230327821,1302,283041197,1302,256016615,1302,283000475
2,500000,6,1,2,0,1302,371692565,1302,421324839,1302,371758153,1302,412606028
2,500000,6,1,2,1,1302,371692565,1302,421324839,1302,371767443,1302,403191454
2,500000,6,1,2,2,1302,371692565,1302,421324839,1302,371781343,1302,411322277
2,500000,6,1,2,3,1302,371692565,1302,421324839,1302,376033181,1302,417702548
2,500000,6,1,2,4,1302,371692565,1302,421324839,1302,380021758,1302,420357782
2,500000,6,1,2,5,1302,371692565,1302,421324839,1302,388017214,1302,421284257
2,500000,6,1,3,0,1302,508928614,1302,558445986,1302,508993503,1302,547788103
2,500000,6,1,3,1,1302,508928614,1302,558445986,1302,509002584,1302,540085034
2,500000,6,1,3,2,1302,508928614,1302,558445986,1302,509016693,1302,548985381
2,500000,6,1,3,3,1302,508928614,1302,558445986,1302,512043592,1302,553043808
2,500000,6,1,3,4,1302,508928614,1302,558445986,1302,524017498,1302,558394368
2,500000,6,1,3,5,1302,508928614,1302,558445986,1302,527021905,1302,557684285
2,500000,6,2,1,0,1302,660697271,1302,747805258,1302,660761811,1302,746973638
2,500000,6,2,1,1,1302,660697271,1302,747805258,1302,660771310,1302,747745119
2,500000,6,2,1,2,1302,660697271,1302,747805258,1302,660784861,1302,746582764
2,500000,6,2,1,3,1302,660697271,1302,747805258,1302,660789541,1302,744020569
2,500000,6,2,1,4,1302,660697271,1302,747805258,1302,660798901,1302,747770893
2,500000,6,2,1,5,1302,660697271,1302,747805258,1302,660852824,1302,747433174
2,500000,6,2,2,0,1302,835678790,1302,925066224,1302,835741374,1302,925034792
2,500000,6,2,2,1,1302,835678790,1302,925066224,1302,835751013,1302,924874210
2,500000,6,2,2,2,1302,835678790,1302,925066224,1302,835764215,1302,923447408
2,500000,6,2,2,3,1302,835678790,1302,925066224,1302,835795018,1302,923485824
2,500000,6,2,2,4,1302,835678790,1302,925066224,1302,835799768,1302,924887830
2,500000,6,2,2,5,1302,835678790,1302,925066224,1302,835824424,1302,925007342
2,500000,6,2,3,0,1303,12819964,1303,100591307,1303,12880873,1303,92736736
2,500000,6,2,3,1,1303,12819964,1303,100591307,1303,12890093,1303,100094053
2,500000,6,2,3,2,1303,12819964,1303,100591307,1303,12904621,1303,100280130
2,500000,6,2,3,3,1303,12819964,1303,100591307,1303,12909301,1303,100555404
2,500000,6,2,3,4,1303,12819964,1303,100591307,1303,12933399,1303,99721689
2,500000,6,2,3,5,1303,12819964,1303,100591307,1303,12947718,1303,100527465
