0 ; 0.343349
1 ; 0.340929
2 ; 0.171222
3 ; 0.120826
4 ; 0.105393
5 ; 0.087826
6 ; 0.082792
7 ; 0.071876
8 ; 0.075967
9 ; 0.087316
10 ; 0.080469
